,titulo,fecha,texto,seccion
0,"
SALUD 

Ministerio de Salud designó $7.000 millones para certificar personas con discapacidad

","
jueves, 22 de abril de 2021







","
El Ministerio de Salud y Protección Social asignó $7.000 millones a 38 entidades entidades territoriales entre distritales y departamentales para continuar con el proceso de certificación y registro de localización y caracterización de personas con discapacidad que iniciaron en el 2020.
ARTÍCULO RELACIONADOMinsalud anunció que el próximo 27 de abril llegará un millón de dosis de la vacuna SinovacAlejandro Cepeda, jefe de la Oficina de Promoción Social explicó que estos recursos están destinados a ser implementados durante la actual vigencia; agregó que “se espera alcanzar alrededor de 56.000 valoraciones multidisciplinarias en todo el país, con su respectivo certificado de discapacidad”.
Entre tanto, son 270 las IPS autorizadas por las entidades territoriales que cuentan con la capacidad operativa y los equipos multidisciplinarios para el correcto proceso de certificación; además de contar con la infraestructura para prestar servicios como medicina, enfermería, fisioterapia, terapia ocupacional, fonoaudiología, optometría y psicología, relacionados.
El jefe de la Oficina de Promoción Social indicó que “el Ministerio tiene  previsto realizar una segunda asignación de recursos por aproximadamente $2.800 millones a las entidades territoriales que evidencien compromiso frente al proceso de implementación del certificado de discapacidad y un avance significativo en la ejecución de los dineros ya asignados”.
",SALUD 
1,"
INDUSTRIA

Estado Simple, Colombia Ágil superó la meta de cuatro años con 3.638 acciones

","
jueves, 22 de abril de 2021







","
La estrategia para eliminar trámites, suprimir barreras, intervenir normas de alto impacto y derogar normas obsoletas ‘Estado Simple, Colombia Ágil’ logró el mes pasado superar la meta que se había propuesto para cumplir en cuatro años, al sumar 3.638 acciones. 
Los resultados logrados en 31 meses fueron: 2.437 trámites simplificados, eliminados o virtualizados; 346 barreras que fueron objeto de mejora y 855 normas que se reformaron para favorecer a quienes se relacionan con ellos, o que se derogaron al no tener aplicación en el contexto actual.
“Contamos con el impulso y el compromiso de alcaldías, gobernaciones, superintendencias, hospitales, instituciones educativas, agencias e incluso, el sector privado que, además de ser beneficiado, es un actor participe, creador e impulsor de mejoras. Los gremios, los bancos, los empresarios y, por supuesto, los ciudadanos en general han trabajado para sumarle a nuestra estrategia”, destacó el ministro de  Comercio, Industria y Turismo, Jose Manuel Restrepo.
En cuanto a los ahorros en valor, el Ministerio destacó que, rondan en los $265.113 millones por la desaparición de filas; el ahorro de tiempo; la reducción en los costos de transporte, correspondencia, fotocopias y mensajería; la disminución o eliminación de tarifas y la solución de confusiones, trabas e incertidumbre jurídicas.
“Es importante anotar que el escenario de emergencia causado por el covid-19, episodio que todos queremos superar, propició y aceleró la incorporación de herramientas virtuales y de procedimientos automáticos con el fin de garantizar el acceso a las instituciones oficiales para la prestación de servicios y el cumplimiento de obligaciones, situación que además de ser muy útil durante la coyuntura, será una herramienta clave para la recuperación económica”, agregó Restrepo.
En la estrategia han participado y seguirán trabajando por facilitar las interacciones con ciudadanos y empresarios más de 400 entidades de todos los niveles del Estado. Incluyen la Presidencia, el Congreso, la Rama Judicial, los 18 ministerios, 9 superintendencias, 8 agencias, institutos de múltiples especialidades, organismos de control, departamentos administrativos, rama electoral, comisiones de regulación y unidades administrativas.
A esto se suman autoridades regionales en 31 departamentos y Bogotá dentro de las que hay gobernaciones, alcaldías, hospitales, universidades y corporaciones autónomas. 
",INDUSTRIA
2,"
AGRO

“Si la carne pasa de ser un bien exento a uno excluido, se generaría un costo adicional”

","
jueves, 22 de abril de 2021







","
Otro de los productos del agro afectado por la decisión de eliminar la categoría de exentos en la reforma tributaria es la carne. Esta es esencial en la canasta familiar y se consumen alrededor de 18 kilos por persona cada año. José Félix Lafaurie, presidente de Fedegan, resaltó que la decisión podría acarrear costos adicionales en el producto por lo que advirtió que podría haber una reducción en el consumo.
Uno de los puntos controversiales en la reforma es la eliminación de la categoría de exentos, ¿cree que esto afectaría al precio de la carne?
No cabe la menor duda. Al eliminar la categoría de exentos y pasarlo a excluido, automáticamente todo el IVA que paga un productor no puede terminar siendo descontado de los pagos que hace porque están excluidos, por lo cual tendrán que llevarlo como un costo adicional.
¿Cree que el consumo podría disminuir?
La carne tiene un precio elevado cuando se compara con el resto de productos de la canasta familiar, por consiguiente, cualquier incremento del precio, inmediatamente disminuye en la demanda agregada.

¿En la pandemia se sintió esta disminución en el consumo?
Evidentemente, uno de los productos de la canasta que tuvo caída en el consumo interno fue la carne. Esta terminó siendo consumida un kilo y medio menos de lo que se consumió en 2019.
Pasamos a tener un consumo de 17 kilos y muy seguramente por el impacto que tendrá 2021, pues vamos a tener unas reducciones. En consecuencia, es natural que esto suceda cuando hay una caída de los recursos en los consumidores.
En términos de producción, ¿cómo le fue al sector en 2020?
Le fue bien porque con la caída del consumo interno Fedegan obtuvo otra vez los instrumentos de política para volver a establecer un sistema riguroso de vacunación que fue rápidamente verificado internacionalmente y se restableció el estatus que se había perdido, como consecuencia del mal manejo que se le dio durante los tres años en la que lo manejó el Ministerio de Agricultura, bajo la dirección del exministro Aurelio Iragorri.

¿Cómo se comportó la exportación de carne en 2020?
El año pasado, exportamos entre animales en pie y carne despostada US$267 millones para un total de 457.000 animales, es decir, que la caída del consumo terminó siendo compensada con las exportaciones, y eso permitió que los precios no tuvieran un impacto en la baja, sino que por el contrario tuvieron un mejor precio, como lo vimos en el primer trimestre de este año.
¿Qué expectativas hay para el sector este año?
De momento, pinta muy bien. En los dos primeros meses del año, las exportaciones alcanzaron más de US$60 millones. Por supuesto, no creo que se pueda mantener la tendencia durante todo el año porque de ser así pues muy seguramente estaríamos sobre la cifra de US$400 millones, lo cual significaría un incremento sustantivo en 2021.
LOS CONTRASTESJuan Camilo Montes Dir. de la Cámara de Alimentos de la Andi“En la categoría de carne, el gasto de los hogares ha sido de $51,3 billones. Ello representa 19,6% del gasto total de los hogares en alimentos y 6,7% de los gastos del hogar”.
¿Cómo está el sector lechero actualmente?
El sector lechero sí está atravesando una crisis por las importaciones masivas que trajo la industria, como lo he reiterado muchas veces. Colombia es un gran productor de leche fresca de más de 7.400 millones de litros. La industria procesó el año pasado, según la Unidad de Seguimiento y Análisis del Ministerio, poco más de 3.300, pero se importaron más de 800 millones de litros. Ello quiere decir que de 7.400 millones de litros que produce el sector ganadero colombiano, la industria no alcanzó a procesar más allá de 2.500 millones de litros, poco más de la tercera parte del total de la producción, lo que implica que estamos llegando a un punto crítico en el encadenamiento productivo.
",AGRO
3,"
SALUD 

Las segundas dosis de Sinovac se empezarían a aplicar desde el próximo 28 de abril

","
jueves, 22 de abril de 2021







","
En los últimos días, fueron aplazadas muchas de las citas para la segunda dosis de la vacuna de Sinovac debido a la falta de este biológico en el país. Sin embargo, el Gobierno ya anunció que el 27 de abril llegará un millón más por lo que a partir de ese momento se empezarían de nuevo a colocar.
“En este momento, para segundas dosis del laboratorio Sinovac se requieren 843.510; esto quedaría resuelto con la llegada del próximo 27 de abril y se haría un proceso de agendamiento desde el día siguiente luego de recibir estas vacunas”, señaló el director del Departamenro Administrativo de la Presidencia (Dapre), Victor Muñoz.
El presidente de Acemi, Gustavo Morales, aseguró que la no entrega de vacunas del laboratorio Sinovac dio paso al reagendamiento de aproximadamente 450.000 citas para aplicar las segundas dosis de los biológicos.
“Queda un grupo minoritario de personas mayores de 80 años que están pendientes por su segunda dosis, pero el grueso de los afectados se encuentra en el segmento de entre 75 y 79 años”, dijo Morales.

Acemi celebró la llegada del nuevo cargamento de vacunas, pero aseguró que el Gobierno Nacional debe hacer cumplir las cláusulas de incumplimiento llevadas a cabo por parte de Sinovac al no entregar las vacunas como se había acordado en un principio.
“Cómo en cualquier contrato de suministros debe haber cláusulas sobre el momento y lugar de la entrega cuyo incumplimiento debe generar consecuencias. Sería muy bueno conocer qué dicen los contratos y qué va a hacer el Gobierno”, aseguró el presidente de Acemi.
Según cifras del gremio, cinco de sus 10 EPS han recibido un total de 404.871 dosis y han aplicado 368.468 con corte al 19 de abril, es decir 91% de las vacunas recibidas.
Aunque las EPS no tienen todavía un conglomerado de cuántas vacunas tienen pendientes por aplicar, algunas han dado a conocer el número de dosis que ya han aplicado en sus usuarios hasta el momento. “Ya llevamos 267.000 aplicadas en todo el país”, indicaron desde Sanitas.
Por su parte, en Salud Total se han aplicado 66.000 vacunas en las 15 sucursales en las cuales tiene presencia la EPS. “Sin embargo, hemos tenido que cancelar 2.786 citas para segundas dosis”, señaló en un comunicado.
También Famisanar dijo que con corte al 20 de febrero, ha aplicado 67.659 vacunas, de las cuales 54.791 corresponden a primeras dosis y 12.778 a segundas.
Capacidad diaria de vacunación
El Ministerio de Salud señaló ayer que Colombia próximamente tendrá la capacidad de vacunar a 200.000 personas por día.
“Lo podríamos implementar hasta llegar a un ritmo un poco mayor de 250.000 vacunas diarias. En la medida que el mercado mundial y la producción se va agilizando probablemente en mediados de año el acopio de vacunas será mucho mayor"", dijo el ministro de salud Fernando Ruiz.
",SALUD 
4,"
EDUCACIÓN 

El MinTIC graduó a 2.600 profesionales formados en competencias de programación

","
miércoles, 21 de abril de 2021







","
Este martes desde la Casa de Nariño el Ministerio de las TIC presentó a los nuevos egresados de Misión TIC, un programa gubernamental que busca formar programadores y encauzarlos en el ámbito laboral. “Ustedes, los egresados, son los líderes de la Misión TIC, la más importante en formación de talento humano para la cuarta revolución industrial en la historia de Colombia”, afirmó el presidente Iván Duque.
La ministra Karen Abudinen también afirmó que los empresarios del país deben tener en cuenta a los nuevos programadores para que ""conozcan su calidad"". Además, se conoció que algunos de los graduados formarán parte del programa Ciencia de Datos.
“La educación en contenidos digitales no solo es el motor que está reactivando la economía tras un año de pandemia, sino también la vida de miles de colombianos que hemos encontrado en la programación una oportunidad de servicio a la comunidad y sustento para nuestras familias”, dijo Juan José Toro, uno de los egresados del programa académico de programación.
El profesional añadió que Misión TIC sirvió para expandir sus límites en el ámbito profesional, pues ahora trabaja como analista de datos en una empresa de pensiones. Según el Gobierno Nacional, este es solo uno de los tantos casos, pues cerca de 2.600 colombianos finalizaron su formación en el programa del Ministerio.
El mandatario añadió que es importante correr la voz para que los dirigentes que ocupen el cargo en la Presidencia puedan graduar ""100.000 programadores más, convirtiendo a Colombia en la cuna de programadores de América Latina con el mejor talento"".
Los participantes del programa se vincularán directamente con empresas e instituciones como Blacksip, Seguros Bolívar, Habi, ITC Soluciones, WOM, Salud Total,  Ministerio TIC, alcaldías y bancos. “Los demás graduados están esperando una oportunidad para mostrar su talento y por eso estamos aquí, con los empresarios de algunas de las más importantes compañías del país, para que conozcan la calidad de nuestros programadores"", agregó Abudinen.
",EDUCACIÓN 
5,"
TRANSPORTE

Cormagdalena informó que la APP del Río Magdalena terminó etapa de estructuración

","
miércoles, 21 de abril de 2021







","
ARTÍCULO RELACIONADOANI terminó proceso de precalificación de la APP de navegabilidad del Río MagdalenaLa Corporación Autónoma Regional del Río Grande de la Magdalena (Cormagdalena) informó su junta directiva que la Asociación Público-Privada (APP) del río Magdalena terminó la estructuración técnica, legal y financiera, con lo que pasó a la etapa de aprobaciones finales en el Departamento Nacional de Planeación (DNP) y el Ministerio de Hacienda.
“Destacamos el gran paso de haber cerrado la estructuración técnica, legal y financiera de esta APP, fundamental para el futuro del río y del comercio nacional. Iniciaremos la etapa de aprobaciones finales por parte del Departamento Nacional de Planeación y del Ministerio de Hacienda, y esperamos tener el aval en mayo para así continuar con el proceso de adjudicación con la ANI”, dijo Pedro Pablo Jurado, director de Cormagdalena.
El directivo, además, se refirió al plan de dragado del Canal del Dique, en el tramo Barrancabermeja - Pinillos, y en el Canal de Acceso a la Zona Portuaria de Barranquilla.
""Esperamos en los próximos 20 días tener resuelta la adjudicación del nuevo contratista para el mantenimiento de la Zona Portuaria de Barranquilla, con el fin de garantizar la eficiencia en cuanto a precio y mayor permanencia del equipo en la ciudad”, dijo.
",TRANSPORTE
6,"
SALUD

Minsalud reportó que en las últimas 24 horas se registraron 419 muertes por covid-19

","
miércoles, 21 de abril de 2021







","
El Ministerio de Salud informó en su reporte diario que en las últimas 24 horas se registraron 17.212 casos nuevos de covid-19 en el país, por lo que en total van 2.701.313 casos confirmados del virus a lo largo del territorio.

Este resultado se dio tras llevarse a cabo el procesamiento de 74.113 pruebas, de las cuales 50.633 se hicieron por la prueba PCR y 23.480 por la de antígenos.

En este reporte también se conoció que hubo un total de 419 muertes relacionadas con el virus, por lo que, a la fecha van 69.596 fallecidos. Por otra parte, la cartera anunció que el número de recuperados ascendió a 2.521.944 y el número de casos activos llegó a 100.645 .

A nivel regional, el Ministerio dio a conocer que Bogotá ocupó el primer lugar con el número de contagios en un día con un total de 4.402 casos, seguido de Antioquia con 3.420, Barranquilla 2.110, Valle 1067, Atlántico 812 y La Guajira 738.
En el archivo adjunto podrá encontrar el reporte a detalle de los 419 fallecidos que se reportaron en las últimas 24 horas.
",SALUD
7,"
SALUD

Ministerio de Salud anunció que los vuelos a Leticia ya pueden volver a reactivarse

","
miércoles, 21 de abril de 2021







","
El Ministerio de Salud anunció que ya se podrán reanudar los viajes desde la capital del Amazonas, Leticia, hacia el resto del país. Esto, debido a que buena parte de la población ya cuenta con la primera dosis de la vacuna y hay una reducción aparente y progresiva del virus. 
Al respecto Julián Alfredo Fernández Niño, director de Epidemiología y Demografía indicó que “en Amazonas, particularmente en la ciudad de Leticia, donde la seroprevalencia proyectada es muy alta, llevó al Comité Asesor en su última sesión, a recomendar esta apertura de vuelos.”
La apertura se haría desde el 1 de mayo y estaría dada con unos requisitos de viaje para quienes vuelen desde Leticia a otros destinos nacionales que incluyen: la presentación del carné de vacunación con las dos dosis; que hayan pasado al menos 15 días desde la segunda dosis y todos los pasajeros mayores de 2 años de edad, tendrán que presentar una prueba negativa de antígenos para covid-19 tomada en las 48 horas antes del viaje.
Aquellas personas que no tengan esta prueba negativa no podrán viajar, con excepción de los niños menores de 2 años. Así mismo, la cartera señaló que el carné de vacunación será un requisito del cual sólo podrán ser exceptuados aquellas personas que, por convicciones propias y residentes de Leticia, no hayan querido vacunarse.
“En el caso de esas personas tendrán que hacer un aislamiento preventivo de por los menos siete días en un hotel designado por la Secretaría Distrital de Salud de Bogotá, en donde se les realizará una prueba a la llegada y otra a los siete días”, indicó Fernández Niño, añadiendo que este aislamiento es obligatorio y tiene como fin que aquellas personas no vacunadas, minimicen el potencial impacto que podría tener que viajen infectadas con el linaje P1.
",SALUD
8,"
SALUD 

Acaba de aterrizar en el país un nuevo cargamento con 549.900 vacunas de la farmacéutica Pfizer

","
miércoles, 21 de abril de 2021







","
Hace pocos minutos aterrizó en el Aeropuerto Internacional El Dorado la aeronave que transportaba un total de 549.900 vacunas que hacen parte de las negociaciones bilaterales que adelantó el Gobierno Nacional con la farmacéutica Pfizer.
Según ha informado el Departamento Administrativo de la Presidencia (Dapre), estas dosis hacen parte de los acuerdos bilaterales que se  establecieron con el fin de adquirir 10 millones de dosis.
“Dosis que hemos recibido a la fecha: 5.615.184 (Pfizer- Sinovac-AstraZeneca)”, dijo mediante su cuenta de Twitter Victor Muñoz, director del Dapre.
Desde la dirección de Promoción y Prevención del Ministerio de Salud se explicó como serán distribuidas estas vacunas.
453.948 dosis serán destinadas a completar el esquema de vacunación de los mayores de 70 años y del personal en talento humano en salud que faltaban por su segunda dosis.
Las 95.862 dosis restantes serán enviadas a diferentes departamentos del país que cuentan con ultracongeladores para continuar con la aplicación de la vacuna en la población mayor de 65 años.
Con estas nuevas dosis, Colombia llega a un total de 19 envíos recibidos que se distribuyen de la siguiente manera: Pfizer (13),  Sinovac (5), y AstraZeneca (1).
Los biológicos llegaron en el vuelo ABX 2253 de la compañía DHL que despegó desde Miami (Estados Unidos).
",SALUD 
9,"
HACIENDA

Sector privado y público se reunirán para analizar el proyecto de tributaria en ForoLR

","
miércoles, 21 de abril de 2021







","
La semana pasada el Gobierno finalmente presentó el proyecto que busca organizar las cuentas fiscales, incrementar el recaudo y establecer las ayudas sociales que las familias vulnerables más impactadas por el covid-19 requieren.
El proyecto Ley de Solidaridad Sostenible incluye varias iniciativas, que según cálculos del ministro de Hacienda, Alberto Carrasquilla, si el Congreso las aprueba sin hacer muchos ajustes lograrían que el índice de pobreza extrema baje seis puntos.
ARTÍCULO RELACIONADOABC de los nueve puntos tributarios fundamentales de la ley de solidaridad sosteniblePor el lado del recaudo la idea es llegar a una suma de $23 billones, y acá es donde hay más aristas y peros por parte de diferentes gremios, que señalan que podría darse una afectación no solo a la clase media, que venía impulsado el consumo, sino también al sector productivo que tendría que empezar a asumir costos más altos.
Es por esto, y antes de que inicien las discusiones en el Congreso, que en el ForoLR, “Llegó la hora de la tributaria”, que se realizará mañana, 22 de abril, a  las 10:00 a.m. y que se podrá seguir a través de las redes sociales del diario y de la página web, lideres del sector privado y del Gobierno discutirán y analizarán los puntos más sensibles del proyecto y a la vez traerán a la mesa propuestas que podrían funcionar con el fin de no afectar a los sectores productivos.
ARTÍCULO RELACIONADO""Si el Congreso adopta estas iniciativas, el índice de pobreza extrema bajaría seis puntos""La apertura de la conversación la realizará el ministro de Hacienda, Alberto Carrasquilla; seguida por una presentación del director de la Dian, Lisandro Junco. Este será el abrebocas para dos paneles de discusión que se centrarán en los cambios para las personas naturales y el IVA; uno de los puntos que ha generado mayor controversia, y un segundo espacio en los efectos sobre las empresas.
En el primer panel están entre los invitados Juan Carlos Valencia Márquez, socio de Holland & Knight Colombia; Jeffrey Fajardo, presidente ejecutivo de Porkcolombia, y Jorge Bedoya, presidente de la SAC.
Y en el segundo, más enfocado en el sector productivo, participarán Juan Carlos Echeverry, exministro de Hacienda y Crédito Público; Lisandro Junco, director de la Dian; Juan Carlos Pinzón, presidente ejecutivo de ProBogotá, y Richard Francis, director de calificaciones soberanas de Fitch Ratings.
Para conocer más de la agenda, otros panelistas invitados o registrarse al evento puede entrar a www.larepublica.co/registro-eventos/3154900 o comunicarse al 4227600 opción 3.
",HACIENDA
