,titulo,fecha,texto,seccion
0,"
HACIENDA

""Utilidades positivas del Banco de la República de 2019 y 2020 no se van a repetir en 2021""

","
lunes, 26 de abril de 2021







","
En medio del debate de control político de la Comisión Tercera del Senado, el gerente del Banco de la República, Leonardo Villar, quien fue citado para presentar un seguimiento a las acciones que ha hecho el Emisor en medio de la crisis económica, aseguró que, en primer lugar, es la crisis más dura que ha pasado el Banco en sus 100 años de existencia y que aunque hubo noticias positivas de inyección económica en 2019 y 2020, lo cierto es que en 2021, desafortunadamente, no se repetirán.
Y es que en el momento en el que Villar habló sobre las utilidades del Banco de la República, recalcó que durante 2020 alcanzaron una cifra histórica de $7,5 billones, superior a los $7,1 billones de 2019, por cuenta del retorno extraordinario de las reservas internacionales invertidas en bonos en el exterior. Razón por la cual, Villar advirtió que ni en 2021 ni en años posteriores se repetirán esas utilidades.
""Hicimos las reservas que nos permite la ley y distribuimos las utilidades. En total, entre marzo de 2020 y 2021 alrededor de $13 billones. Desafortunadamente, no se considera prudente esperar ningún monto de utilidades entregables en 2022"", dijo Villar.
ARTÍCULO RELACIONADO“Esta reforma tributaria, tal como la presentó el Gobierno, no va a pasar en el Congreso”Por otra parte, en cuanto a la situación fiscal del país, el gerente recalcó que esta se ha deteriorado de manera muy marcada. Esto, debido a las mayores necesidades de gasto público para atender la pandemia y de menores ingresos generados por la deterioración de la actividad económica.
En cuanto a la reforma tributaria radicada por el Ministerio de Hacienda, el gerente aseguró que esta ha contribuido de manera importante a la credibilidad financiera, esto por el éxito en la colocación de bonos del Gobierno Colombiano en los mercados internacionales la semana pasada.
",HACIENDA
1,"
HACIENDA

Según el Dane la confianza del consumidor incrementó 80 puntos básicos en marzo

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADOEl Dane reportó que la actividad económica en febrero presentó una caída anual de 3,48%El director del Departamento Administrativo Nacional de Estadística Dane Juan Daniel Oviedo, dio a conocer que en el mes de marzo la confianza del consumidor se ubicó en 34,4 lo cual muestra un aumento de 80 puntos básicos.
“Nos estamos acercando a una zona de estabilidad, pero todavía estamos en una zona de pesimismo porque no hemos superado el umbral de 50 puntos”, aseguró el director del Dane.
Oviedo resaltó que ciudades como Cúcuta, Bucaramanga, Cartagena y Montería tienen un común denominador de optimismo, ya que 50% de los hogares en estas zonas del país consideran que la situación económica puede estar mejor en los próximos 12 meses.
El Dane también dio a conocer, que la intención de los colombianos frente a la aplicación de la vacuna contra el Covid-19 aumentó en el mes de marzo.
Las cifras del Departamento Administrativo Nacional de Estadística muestran que el 72.2% de los jefes y jefas de hogar del país estarían dispuestos a aplicarse la vacuna contra el covid-19.
“Esto nos está mostrando un promedio de 76.1% de jefes de hogar hombres y 69.6% de jefes de hogar mujeres”, dijo Juan Daniel Oviedo director del Dane.
Según este informe, la intención de vacunación aumentó por ciudades, ya que entre enero y marzo, no hay ciudad que tenga a la mayoría de sus jefaturas de hogar como no interesadas a aplicarse la vacuna.
“Recordemos que continuamente ciudades como Cali tenía manifestaciones mayoritarias de no aplicarse la vacuna. Ninguna ciudad supera el 50% de jefes de hogar que manifiestan no querer aplicarse la vacuna”, agregó el director del Dañe.
Sin embargo, en ciudades como Sincelejo, Montería, Cali y Florencia más del 40% de las jefaturas de hogar no están dispuestas a aplicarse  el biológico.
La razón principal por la cual algunos jefes de hogar se oponen a la aplicación de la vacuna es el miedo a los posibles efectos secundarios que podría ocasionar el biológico.
",HACIENDA
2,"
SALUD

Minsalud informó que hasta ayer se habían aplicado 4,45 millones de dosis de vacunas

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADOChina, Estados Unidos y Alemania son las economías donde se producen más vacunasEl Ministerio de Salud, en cabeza de Fernando Ruiz, anunció que con corte a las 23:59 p.m. del 25 de abril de 2021, en el país se habían aplicado 4.451.266 dosis de la vacuna contra el covid-19.
Según el informe entregado por la cartera, Bogotá lidera en la aplicación de vacunas, tras haber puesto 850.419 dosis. Le siguen Antioquia, con 662.946; Valle del Cauca, con 444.213; Cundinamarca, con 230.659; y Santander, con 208.838.

El más reciente balance del Plan Nacional de Vacunación muestra que 1,41 millones de colombianos ya obtuvieron las dos dosis de la vacuna contra el covid-19.
",SALUD
3,"
COMERCIO 

MinComercio dio luz verde a la importación de oxígeno para atender la pandemia

","
lunes, 26 de abril de 2021







","
El ministro de Comercio, José Manuel Restrepo, dio a conocer el decreto 423 de 2021 el cual da vía libre a las importaciones de oxígeno para atender la emergencia generada por el tercer pico de la pandemia del covid-19.
""Establecer un gravamen arancelario de cero por ciento (0%) para las
importaciones de los productos clasificados por las subpartidas arancelarias 2804.40.00.00 y 9019.20.00.102"", señala el decreto.
Según el Gobierno Nacional, la normas de este decreto  estarán vigentes
mientras dure la declaratoria de emergencia sanitaria por causa del covid-19 decretada por el Ministerio de Salud y Protección Social.
""Vencido este término, se restablecerá el arancel contemplado en el Decreto 2153 del 26 de diciembre de 2016 o las normas que lo modifiquen, aclaren o sustituyan"", añadió el documento presentado por el Gobierno.
ARTÍCULO RELACIONADOEscasez de oxígeno se suma a delicada situación de números de contagios en AntioquiaPor su parte, la Asociación Nacional de Empresarios de Colombia (Andi), aseguró que en abril de 2021 la demanda de oxígeno se ha elevado a 575 toneladas por día, lo que representa un incremento de 74% respecto a febrero del año pasado.
“La producción de oxígeno en Colombia ha logrado suplir los picos anteriores. Sin embargo, reiteramos que la capacidad de producción de oxígeno no es ilimitada, al igual que los vehículos para moverlo por todo el país, y los tanques, cilindros y concentradores para suministrarlo a los pacientes. En caso de que otras ciudades, como Bogotá y Cali, sigan aumentando en número de contagios y demanda de oxígeno se requerirá hacer una distribución del gas a las IPS, pero con el objetivo de no dejar ninguna desabastecida"", señaló Ingrid Marcela Reyes Rey, directora ejecutiva de la Cámara de Gases Industriales y Medicinales de la Andi.
",COMERCIO 
4,"
SALUD

Conozca las medidas que se tomarán en Bogotá para controlar el tercer pico de covid

","
lunes, 26 de abril de 2021







","
Tras la evaluación hecha por los comités epidemiológicos Distrital y Nacional, la Alcaldía Mayor anunció ayer alerta roja debido a una ocupación de UCI de 91%. Con esto, el Distrito publicó hoy el Decreto 157 del 25 de abril de 2021, con las nuevas medidas que empezarán a regir en la ciudad.
El documento ordena al sector comercio y al industrial, que sus establecimientos y empresas cierren a partir de las 7:00 p.m, para facilitar el regreso de los trabajadores a sus hogares, antes de las 8:00 p.m, cuando comienza el toque de queda nocturno.
Además, se determinó que el retorno gradual, progresivo y seguro a los jardines, colegios y universidades, tanto públicos como privados, se deberá suspender hasta el próximo 9 de mayo, como medida preventiva ante la ola de contagios derivada del tercer pico.
En cuanto a la movilidad, el documento señala que se establece restricción de movilidad entre las 8:00 p.m. y hasta las 4:00 a.m., desde el lunes 26 de abril y hasta el lunes 3 de mayo. Solo podrán movilizarse las personas que se encuentren dentro de las excepciones.
Cabe aclarar que el pico y cédula se mantendrá hasta el 9 de mayo a las 11:59 p.m., y que se deberá mantener el teletrabajo y el trabajo en casa de entidades públicas y privadas que no requieran la presencia de sus trabajadores o contratistas.
Si quiere conocer el Decreto completo podrá verlo en el archivo adjunto que se encuentra al final.
",SALUD
5,"
HACIENDA

Los ponentes y las propuestas de los partidos para el primer debate de la tributaria

","
lunes, 26 de abril de 2021







","
Todavía no ha empezado la discusión en firme de la reforma tributaria y ya son varios los partidos políticos que han expresado públicamente su oposición al proyecto de ley que busca recaudar $23,4 billones para tapar el hueco que dejó la pandemia.
ARTÍCULO RELACIONADOYa son varios partidos los que expresan estar en desacuerdo con la reforma tributariaEl fin de semana, el Centro Democrático y el Partido de la U manifestaron su intención de votar “No” a la tributaria. Con explicación en video del expresidente Álvaro Uribe, la bancada replanteó artículos de la tributaria, la cual bajó a un recaudo de $12 billones.
El partido recomendó pedirle al Emisor un anticipo de utilidades por $5 billones, hacer esfuerzos de enajenación activos de la SAE en los próximos dos años y actualizar la regla fiscal.
En impuestos proponen: sobretasa transitoria de tres años de 10% a 12% para las personas naturales con ingresos anuales de $64 millones o más; mantener el impuesto al patrimonio de 1% a los superiores a $5.000 millones por tres años adicionales; congelar la tarifa de renta a las empresas en 33% por tres años, y que luego sea de 30%; conservar el descuento de industria y comercio a la renta empresarial en 50% por tres años, entre otros.
La jefa del Partido de la U, Dilia Francisca Toro, propuso una contrarreforma que “no traiga cargas injustas a los ciudadanos, que tenga en cuenta las realidades económicas de los colombianos golpeados por la crisis derivada de la pandemia”.
ARTÍCULO RELACIONADOSemana decisiva para la discusión del articulado de la tributaria del GobiernoEntre tanto, las comisiones económicas del Congreso están definiendo quiénes serán los ponentes y coordinadores para el primer debate de esta iniciativa.
En la Comisión Tercera de Senado fueron designados como coordinadores Rodrigo Villalba, del Partido Liberal; Richard Aguilar, de Cambio Radical; Fernando Araújo, del Centro Democrático; David Barguil del Partido Conservador; y Germán Hoyos, del Partido de la U. Y como ponentes del proyecto de ley están Efraín Cepeda, del Partido Conservador; Gustavo Bolívar, de la Lista de la Decencia, Édgar Palacio, de Colombia Justa Libres; e Iván Marulanda, de la Alianza Verde.
En la Comisión Tercera de Cámara figuran como coordinadores a Fabio Arroyave, del Partido Liberal; Juan Pablo Celis, del Centro Democrático; Yamil Arana Padauí, del Partido Conservador; Wilmer Ramiro Carrillo, del Partido de la U; Gustavo Hernán Puentes, de Cambio Radical. Y como ponentes están algunos como John Jairo Roldán, del Partido Liberal; Katherine Miranda, de la Alianza Verde; y David Racero, de la lista Decentes.
En la Comisión Cuarta de Cámara fueron elegidos como coordinadores Carlos Alberto Cuenca, de Cambio Radical; Édgar Alfonso Gómez, del Partido Liberal; José Eliecer Salazar, del Partido de la U; Felipe Andrés Muñoz, del Partido Conservador; y Yenica Sugein Acosta, del Centro Democrático. Por su parte, entre los ponentes están José Luis Pinedo, de Cambio Radical; Juan Carlos Rivera, del Partido Conservador; John Jairo Bermúdez, del Centro Democrático; y Catalina Ortiz de la Alianza Verde.
",HACIENDA
6,"
HACIENDA

Colfecar rechaza las propuestas de la tributaria sobre el transporte de carga

","
lunes, 26 de abril de 2021







","
La Federación Colombiana de Transportadores de Carga Colfecar , catalogó como inoportunas las propuestas presentadas en la reforma tributaria en cuanto al incremento del IVA del 5% al 19% para el Diesel y la eliminación de la exención del IVA al Biodisel; también rechazaron la creación del impuesto nacional de vehículos al gravamen con IVA del 19% a los servicios postales y mensajería y la autorización a los mandatarios municipales para instalar peajes urbanos.
“El transporte de carga es transversal a todos los sectores económicos y que de ser aprobados estos puntos se generarían sobrecostos que impactarían significativamente los precios de todos los productos a los colombianos, poniendo en riesgo el cumplimiento de la meta de inflación del Banco de la República y la reactivación económica”, señaló la presidente de la asociación Nidia Hernández Jiménez.
ARTÍCULO RELACIONADOGremio Colfecar le pidió al Gobierno Nacional suspender de nuevo las tarifas de los peajes en el paísAgrega Colfecar que este proyecto de reforma tributaria es un golpe inoportuno en este momento debido a la situación que atraviesa la economía nacional cuando según la asociación el movimiento de carga registra un incipiente crecimiento.
Según el gremio, en la actualidad el ACPM tiene un peso del 40% en los costos operativos de los transportadores y con un aumento del IVA del 5% al 19% y con la eliminación de su exención para el biodiesel, se disparará el precio de este ítem jalonando significativamente el alza en el valor de los fletes y por ende los costos logísticos de los generadores de carga afectando a todo el país.
",HACIENDA
7,"
SALUD

Hay alerta roja hospitalaria en Bogotá y suspenden clases presenciales hasta el 9 de mayo

","
domingo, 25 de abril de 2021







","
Tras finalizar el Comité Epidemiológico para analizar la situación en Bogotá, la alcaldesa Claudia López anunció que la capital se encuentra en alerta roja  hospitalaria, dado a que en algunas localidades están aumentando considerablemente los casos de contagio al igual que la capacidad de atención de las UCI.
Esto dado que, Bogotá cerró con 91% de ocupación de UCI covid y con 90.5% de ocupación total de camas UCI y que, el panorama sería “el máximo nivel de ocupación de cuidados intensivos en la historia de Bogotá”.
Y lo que se informó es que, hasta el momento, hay al menos seis localidades que están en alerta roja, ellas son Santa Fé, Usme, Tunjuelito, Engativá y Rafael Uribe Uribe, situación que ameritó declarar la alerta roja total en la capital.

#EnVivo 🔴 Luego del Comité Epidemiológico Nacional la alcaldesa @ClaudiaLopez entrega el balance de la situación de la pandemia en Bogotá y anuncia nuevas medidas de cuidado. ¡Conéctense! https://t.co/2ZuMWM22uP
— Alcaldía de Bogotá (@Bogota) April 25, 2021

Hoy, Bogotá registró 73 personas fallecidas, sin embargo, el máximo que ha presentado ha sido 123, por lo que hasta el momento se encuentra por debajo del numero de fallecimientos.
López también informó que si la situación continúa de esta forma, Bogotá no tendría más capacidad hospitalaria para atender la alta demanda de camas UCI, por lo que en esta dos semanas que restan y que se espera que sea el tiempo en que se desencadene la tercera ola en la capital, se mantenga la tasa de contagios. En parte, porque en el momento la capital cuenta con 140 ventiladores, es decir zonas de cuidados intensivos, las cuales fueron dadas por el Gobierno Nacional y Corea. Ese número máximo disponible sería la capacidad con la cual esta ciudad espera atender casos de cuidados intensivos durante estas dos semanas críticas.

Las solicitudes de camas UCI hoy fueron de 243, pero en promedio, en la capital se está reportando 225 solicitudes diarias de UCI covid y 150 de UCI no covid. Frente a eso, la alcaldesa afirmó que hasta el momento Bogotá ha podido cubrir de manera positiva la demanda, sin llegar a un colapso hospitalario.
Estas son las medidas que regirán en Bogotá dado la alerta roja
Primero, la alcaldesa anunció que seguirá rigiendo el pico y cédula, y el esquema de 4x3  (cuatro días de trabajo y tres de confinamiento a la semana). Al igual seguirá funcionando el toque de queda a partir de las 8:00 p.m., por lo que ordenó que a partir de la mañana todos los establecimientos deben cerrar a las 7:00 p.m., sin excepción, incluso locales de venta de alimentos.

""El regreso a casa desde los puestos de trabajo debe empezar a las 5:00 p.m."", dijo López.
También, desde mañana, se suspende el retorno gradual a la presencialidad de jardines, colegios y universidades tanto públicas y privadas, medida que irá hasta el 9 de mayo.
""Insistir en las aglomeraciones en este momento es un atentado a la vida"", indicó la alcaldesa de Bogotá, Claudia López, sobre las intenciones de manifestaciones en la capital del país en los próximos días.
",SALUD
8,"
SALUD

El país vuelve a registrar un nuevo récord de fallecidos por covid-19 con 465 muertes

","
domingo, 25 de abril de 2021







","
El Ministerio de Salud informó en su reporte diario que en las últimas 24 horas se registraron 17.190 casos nuevos de covid-19 en el país, por lo que en total van 2.774.464 casos confirmados del virus a lo largo del territorio.
Este resultado se dio tras llevarse a cabo el procesamiento de 81.246 pruebas, de las cuales 57.219 se hicieron por la prueba PCR y 24.027 por la de antígenos.
En este reporte también se conoció que hubo un total de 465 muertes.

A nivel regional, el Ministerio dio a conocer que Bogotá ocupó el primer lugar con el número de contagios en un día con un total de 3.523 casos, seguido de Antioquia con 3.092, Barranquilla 2.494, Valle 1.212 y Atlántico con 1.040.

En el archivo adjunto podrá encontrar el reporte a detalle de los 465 fallecidos que se reportaron en las últimas 24 horas.

",SALUD
9,"
SALUD

Minsalud reportó que hasta ayer 4,4 millones de personas ya han recibido la vacuna

","
domingo, 25 de abril de 2021







","
En su reporte diario, el Ministerio de Salud informó que hasta ayer, se aplicaron en total 4.400.615 dosis de la vacuna contra el covid-19.
Las dosis del día fueron menor que las del día anterior pues ayer se aplicaron 82.301 mientras que el viernes 93.655. En cuanto a las de segunda dosis, la cartera informó que fueron 34.688 dosis. Con esto, el Plan de Vacunación, en su etapa dos, alcanza un total de 1.391.979 segundas dosis aplicadas.
Bogotá lidera la lista de ciudades con más vacunas aplicadas con un total de 839.060 vacunas.
Así mismo, el Ministerio de Salud informó que ayer se registraron 16.730 casos nuevos de covid-19 en el país, por lo que en total van 2.757.274 casos confirmados del virus a lo largo del territorio, sin contar los casos de hoy.
En este reporte también se conoció que hubo ayer un record histórico de muertes con un total de 440 relacionadas con el virus, por lo que, a la fecha van 70.886 fallecidos. Por otra parte, la cartera anunció que el número de recuperados ascendió a 2.573.657 y el número de casos activos llegó a 103.471.

",SALUD
