,titulo,fecha,texto,seccion
0,"
SALUD

MinSalud asignó las 912.000 dosis de vacunas AstraZeneca que llegaron el fin de semana

","
martes, 27 de abril de 2021







","
Luego de que el fin de semana llegaran al país 912.000 dosis de la vacuna contra el covid-19 de la farmacéutica AstraZeneca, el Ministerio de Salud, en cabeza de Fernando Ruiz, emitió la resolución para su distribución.
""Estas 912.000 dosis, que llegaron a través del mecanismo Covax, serán dirigidas para población mayor de 65 años, que se encuentre ubicada en ciudades capitales, áreas metropolitas o municipios cercanos"", dijo el jefe de gabinete del Ministerio, Germán Escobar.
Entre las asignaciones de los fármacos están: para Bogotá, 155.540; para Antioquia, 134.380; y para el Valle del Cauca, 94.060. El funcionario, además, recordó que es necesario seguir en la búsqueda de mayores de 70 años que falten por vacunar, mientras que aquellos entre esa edad y 65 años deberán hacer el proceso con cita.
“En la resolución también les recordamos a las entidades territoriales que las vacunas que les llegan también deben ser asignadas a las Fuerzas Militares, a la Policía Nacional, y a los demás regímenes especiales y de excepción”, concluyó Escobar.
Consulte la resolución con las asignaciones completas en el documento adjunto.
",SALUD
1,"
SALUD

Según el Dane la intención de vacunación de los colombianos aumentó en marzo

","
martes, 27 de abril de 2021







","
Al tiempo que avanza el proceso de vacunación en Colombia, son más las personas que están dispuestas a aplicarse las dosis. Cifras del Departamento Administrativo Nacional de Estadística (Dane) muestran que en marzo se incrementó la intención de los colombianos de ponerse la vacuna contra el covid-19.
Según Juan Daniel Oviedo, director de la entidad, 72,2% de los jefes de hogar en las 23 ciudades principales manifestaron querer ponerse la vacuna. “Esto nos está mostrando un promedio de 76,1% de jefes de hogar hombres y 69,6% mujeres”, dijo el director en la presentación de los resultados de la Encuesta Pulso Social.

ARTÍCULO RELACIONADOSegún el Dane la confianza del consumidor incrementó 80 puntos básicos en marzoEl informe evidenció que la intención de vacunación presentada en marzo ha sido la más alta en lo corrido de este 2021. En enero y febrero el promedio total de jefes de hogar, hombres y mujeres, que tenían la intención de acceder al biológico no superó 70%.
En cuanto a los motivos para no querer aplicarse la vacuna, el Dane resaltó la precaución de los ciudadanos frente a dos aspectos. El primero de ellos hace referencia a la insuficiencia de la efectividad y el segundo tiene que ver con los posibles efectos secundarios. “Particularmente, estamos viendo un crecimiento importante de jefes o jefas de hogar que consideran que la vacuna no está siendo efectiva y por eso no quieren que les sea aplicada”, dijo Oviedo.
LOS CONTRASTESJaime AriasEx ministro de Salud“Me alegra mucho saber que en Colombia la gente está comenzando a creer en la necesidad de vacunarse. Eso indica que el país está tomando conciencia ante la gravedad de la pandemia”.
Intención por edades
En febrero, 59,1% de los jóvenes de entre 10 y 24 años encuestados en las 23 ciudades principales y áreas metropolitanas manifestaron la intención de vacunarse. En marzo, 68,5% de esta población también se mostró optimista frente a la posibilidad de acceder al biológico cuando llegue su turno.
De otro lado, el Dane dio a conocer que la población de 55 años en adelante está más dispuesta a vacunarse que nunca, ya que 77% de los encuestados mostró su interés por acceder a las dos dosis cuando les sea permitido. En febrero este mismo grupo poblacional registró 72% de optimismo frente a las vacunas contra el covid-19.
Intención por ciudades
En Cartagena (78,1%), Pereira (76,3%), Medellín (74,1%), Tunja (72,9%) y Bogotá (72,8%) hay más personas dispuestas a vacunarse.
En comparación con 2020, en el trimestre enero-marzo no hay ninguna ciudad que haya reportado una mayoría de jefaturas de hogar que no estén interesadas en aplicarse la vacuna.
“Con lo cual, tenemos un parte de optimismo en el sentido de que para cada una de las 23 ciudades del país hay una mayoría consolidada de personas queriendo aplicarse la vacuna”, agregó Oviedo.
En cambio, en Sincelejo, Montería, Cali y Florencia más de 40% de las jefaturas de hogar no están dispuestas a aplicarse el biológico.
",SALUD
2,"
TRANSPORTE

Transportadores de carga dicen que la reforma tributaria subiría sus costos en 20%

","
martes, 27 de abril de 2021







","
Siguen creciendo las voces de rechazo a la reforma tributaria planteada por el Ministerio de Hacienda y, en esta ocasión, el turno fue para los transportadores de carga.
ARTÍCULO RELACIONADOColfecar rechaza las propuestas de la tributaria sobre el transporte de cargaYa la semana pasada la Federación Colombiana de Transportadores de Carga (Colfecar) había expuesto sus repartos frente al proyecto, y a esta se sumó la Federación de Empresarios del Transporte de Carga (Fedetranscarga), que señaló que la tributaria aumentaría en 20% los costos de transporte, lo que encadenaría un incremento en toda la cadena productiva.

Esto, explicaron, principalmente por dos razones: por un lado, la sobretasa a la gasolina y Acpm y, por el otro, el cambio en el IVA de los combustibles, que pasaría de 5% a 19%.
En el caso del primero, la sobretasa al diésel, según el articulado sería de $301 por galón y, en zonas de frontera, sería de $204 por galón para producto nacional, y $114 para el importado.
En cambio sobre el segundo punto, el cambio en el IVA para los combustibles, desde Fendipetróleo se calcula que este supondría un aumento de $532 en el galón de diesel, y $640 en el de gasolina corriente, lo que podría generar efectos inflacionarios.
“Hoy por cada galón de combustible que compramos debemos pagar de su valor 23% en impuestos, con esta reforma pasaremos a pagar 30%; el aumento final por galón de Acpm será de $903”, señaló el presidente de Fedetranscarga, Henry Cárdenas. Cabe anotar que, según cálculos de Colfecar, este aumento sería de $899 por galón.
Cárdenas, adicionalmente, recordó que los costos de combustible representan aproximadamente 40% del total, por lo que estiman que las dos medidas mencionadas, en su conjunto, llevarían a un aumento de 20% en los costos del transporte de carga.
Los transportadores, además, recordaron que el rubro de peajes representa cerca de 12% del total de sus costos, por lo que manifestaron preocupación por la propuesta que autoriza a los alcaldes para instalar peajes sin que medie autorización previa del Ministerio de Transporte.
También relacionado con los impuestos verdes, desde Colfecar mostraron preocupación por el componente ambiental del impuesto nacional de vehículos, y recordaron que los automóviles que se movilizan a diésel ya pagan, por el impuesto al carbono, $157 por galón de diésel.
",TRANSPORTE
3,"
HACIENDA

La Andi hace un llamado a líderes del Congreso para evitar que se hunda la tributaria

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADOLos puntos de la propuesta tributaria de la Andi con los que se recaudarían $12 billonesLa Asociación Nacional de Empresarios de Colombia (Andi) aseguró mediante un comunicado que es indispensable la reforma tributaria para balancear las cuentas fiscales de la nación y ayudar a mitigar los impactos en los hogares colombianos que dejó la pandemia del covid-19, lo que obligó al Gobierno a adoptar medidas extraordinarias de gasto público social.
""Hacemos un llamado a los partidos políticos, a sus líderes y dignatarios en el Congreso, para evitar que se hunda la reforma tributaria y para lograr consensos alrededor de una propuesta que reduzca el déficit fiscal, permita la atención de los programas de apoyo a la población vulnerable, oriente el crecimiento del producto interno bruto por la senda sostenible y mantenga la confianza en los consumidores y ahorradores"", indicaron la carta.
Explicaron que no tramitar la tributaria representa un alto riesgo para la estabilidad económica, pues elevaría la posibilidad del país de perder la calificación de grado de inversión.
Lea también: ‘Contrarreforma’ propuesta por la Andi generaría un recaudo de $12,4 billones en 2022
El gremio pidió trabajar de manera concertada para sacar adelante la reforma tributaria. ""Hacemos un llamado a todas las fuerzas políticas, empresariales y sociales para que, con sentido patriótico, trabajemos en concertar una reforma tributaria que sea consciente de la difícil situación que han tenido que enfrentar las familias colombianas como resultado de esta compleja situación y que, con la acción solidaria del empresariado colombiano, logre estabilizar las finanzas públicas del Estado Colombiano"", indicaron.
ARTÍCULO RELACIONADOLos ponentes y las propuestas de los partidos para el primer debate de la tributariaFueron enfáticos en explicar que la tributaria debe entender el difícil momento por el cual pasa la sociedad colombiana y por eso recordaron las propuestas que ha hecho el sector empresarial en ese sentido.
Una de las propuestas es concertar esfuerzos en la acción solidaria del sector empresarial a través de la postergación temporal, por dos años, de algunas medidas contenidas en la Ley de Financiamiento del 2019, como por ejemplo:

El descuento del impuesto de industria y comercio, ICA, en la declaración del impuesto de Renta.
La reducción de la tarifa del impuesto de renta en las personas jurídicas. 
La extensión, por dos años, de la aplicación del impuesto a la riqueza, con tarifa del 1%, para personas naturales con patrimonios superiores a $5.000 millones.


El comunicado finaliza diciendo: ""Confiamos plenamente que el Congreso y los Partidos en él representados, asumirán la responsabilidad que les compete, en un contexto como el que atraviesa Colombia y encontrarán una propuesta adecuada, por medio de la concertación, con los distintos actores de la sociedad"".

La Asociación Nacional de Empresarios, ANDI, propone una fórmula solidaria por parte del sector
empresarial para realizar una reforma tributaria que
garantice la sostenibilidad fiscal y los programas
sociales: https://t.co/LjBZocOHcu pic.twitter.com/4vQAMVClv9
— ANDI (@ANDI_Colombia) April 23, 2021

",HACIENDA
4,"
SALUD

MinSalud tiene la meta de llegar a ocho millones de vacunas aplicadas a finales de mayo

","
lunes, 26 de abril de 2021







","
Durante el programa Prevención y Acción, el ministro de Salud, Fernando Ruiz, aseguró que se tiene la meta de llegar a las ocho millones de vacunas aplicadas al finalizar el mes de mayo.
""Todo el sector salud tiene que entrar a responder y lograr ocho millones de vacunas aplicadas al final del mes de mayo de 2021. Representa un reto muy importante en el que tendremos que estar por encima de los 100.000 vacunados diarios, llegando a los 150.000 en los próximos 30 días"", explicó el jefe de la cartera.
El ministro aseguró que durante el próximo mes se tendrá un acopio importante de vacunas, por lo que el plan de vacunación podrá avanzar de manera importante desde las EPS y entes territoriales.
De hecho, Ruiz mencionó que ya se asignaron 912.000 vacunas que se recibieron del laboratorio AstraZeneca a través del mecanismo Covax. Estas dosis se utilizarán para inmunizar a las personas mayores de 65 años de acuerdo con lo establecido con el plan de vacunación.
Del total, 155.540 se asignaron a Bogotá, 134.380 a Antioquia, 94.060 a Valle del Cauca,  43.000 a Santander, entre otros.

Además, resaltó que Colombia está en medio de su tercer pico tanto de contagios como de muertes por covid-19. A nivel nacional la tasa de ocupación de UCI es de 81%, del cual 26% corresponde a casos que no están relacionados con el virus.
",SALUD
5,"
SALUD

Más de 70.000 colombianos han sido confirmados como fallecidos por covid-19

","
lunes, 26 de abril de 2021







","
El Departamento Administrativo Nacional de Estadística (Dane), dio a conocer que a nivel nacional entre el 2 de marzo de 2020 y el 11 de abril de 2021 se reportaron 70.848 decesos por covid-19 confirmados; otras 16.464 muertes como sospechosas del virus y 8.118 fallecimientos por neumonía e influenza.
""Si comparamos el reporte que hizo el INS y el Ministerio de Salud a los
medios de comunicación sobre número de defunciones el 11 de abril de
2021 (65.889), contra las cifras Dane, la diferencia es que el MinSalud tiene 4.959 registros menos de defunciones por covid-19 confirmado que el Dane. Sobre este escenario no es posible hacer gráfico porque deberíamos tener la base que el INS utilizó para hacer el reporte ese mismo día"", señala la entidad.
ARTÍCULO RELACIONADOSegún el Dane la confianza del consumidor incrementó 80 puntos básicos en marzoEl informe de Dane también dio a conocer que el año pasado se confirmaron 51.116 decesos por covid-19 y este año, 19.732, lo que quiere decir que el 27,85% de todas  las defunciones por covid-19 confirmadas se presentaron entre el 4 de enero y el 11 de abril.
Las 33 ciudades capitales concentran el 63,2% de todas las defunciones. La capital del país  reportó el 38,5 % , Barranquilla 4,9%, Medellín 5,7% y Cali 6,2%.
Finalmente, el director del Dane Juan Daniel Oviedo, señaló que la tasa de mortalidad nacional por covid-19 se situó en 99,5 por cada 100.000 habitantes.
",SALUD
6,"
HACIENDA

Asocapitales hace un llamado para aplazar las marchas programadas el 28 de abril

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADOCentrales obreras ratifican las movilizaciones del 28 de abril en contra de la tributariaEste lunes las centrales obreras ratificaron las movilizaciones que se llevarán a cabo el miércoles 28 de abril como forma de protesta contra la reforma tributaria.
Ante estos hechos, en una reunión con el presidente Iván Duque y con los diferentes ministros y gobernadores, los alcaldes de las ciudades capitales expresaron su preocupación por las consecuencias que dichas movilizaciones puedan traer al aumento en el número de contagios por cuenta del covid-19 y, por ende, a la salud de los colombianos.
Según el Presidente de la Asociación Colombiana de Ciudades Capitales,
(Asocapitales) y alcalde de Montería, Carlos Ordosgoitia Sanin, actualmente la tasa de contagios de covid-19 es muy alta y 10 ciudades se encuentran en alerta máxima con ocupación UCI superior al 95%.
“Hoy nos corresponde de manera decidida poder contener ese pico de contagios. Cuando vemos ciudades como Medellín, Rionegro, Villavicencio, Bogotá, Bucaramanga, Quibdó y Santa Marta, por encima del 86 por ciento en ocupación de UCI, el llamado es a la reflexión, a la conciencia colectiva y a la prudencia. Este no es el momento para propiciar espacios que pongan en riesgo la vida de los ciudadanos y que después tengamos que lamentar”, afirmó Ordosgoitia.
Aseguró que aunque el derecho a protestar se respeta, en estos momentos se debe ser consecuente con la situación sanitaria que está atravesando el país, resaltando que este no es el momento de marchar.
Así mismo, los alcaldes también insistieron en mantener las medidas de protección, continuar con los protocolos de bioseguridad, el uso permanente de tapabocas y evitar las aglomeraciones.
",HACIENDA
7,"
SALUD

MinSalud reportó que en las últimas 24 horas se detectaron 12.839 casos de covid-19

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADOConozca las medidas que se tomarán en Bogotá para controlar el tercer pico de covidEl Ministerio de Salud informó en su reporte diario que en las últimas 24 horas se registraron 12.839 casos nuevos de covid-19 en el país, por lo que en total van 2.787.303 casos confirmados del virus a lo largo del territorio.

Este resultado se dio tras llevarse a cabo el procesamiento de 68.720 pruebas, de las cuales 54.582 se hicieron por la prueba PCR y 14.138 por la de antígenos.

En este reporte también se conoció que hubo un total de 448 muertes relacionadas con el virus, por lo que, a la fecha van 71.799 fallecidos. Por otra parte, la cartera anunció que el número de recuperados ascendió a 2,6 millones y el número de casos activos llegó a 103.686.

A nivel regional, el Ministerio dio a conocer que Bogotá ocupó el primer lugar con el número de contagios en un día, con un total de 3.828 casos, seguido de Antioquia con 1.999, Barranquilla (1.895), Valle (706) y Cundinamarca (616).
",SALUD
8,"
AMBIENTE

Brigitte Baptiste participa en Cumbre de Premios Nobel ""Nuestro Planeta, nuestro futuro""

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADO¿Mejor el hoyo negro?La bióloga y rectora de la Universidad EAN, Brigitte Baptiste, fue una de las líderes seleccionadas para participar en la primera Cumbre de Premios Nobel ‘Nuestro Planeta, nuestro futuro’, que reúne a científicos, empresarios, líderes y ganadores del galardón de la academia sueca para explorar alternativas hace un futuro más sostenible.
El evento, que se celebra de manera virtual y se puede seguir desde hoy y hasta el próximo 28 de abril, combina conferencias magistrales y discusiones en vivo, sobre temas como el cambio climático, biodiversidad, e innovación sostenible, entre otros.
Además de Baptiste, la cumbre cuenta con más de 50 panelistas, de la talla de; el Dalai Lama; el principal epidemiólogo del gobierno de EE.UU., Anthony Fauci;  el exvicepresidente de ese país, Al Gore; la presidenta de la Comisión Europea, Ursula von der Leyen; y el nobel de economía Joseph E. Stiglitz.
La Cumbre de Premios Nobel es auspiciada por la Fundación Nobel y organizada por la Academia Nacional de Ciencias de EE. UU., en asociación con el Instituto de Potsdam para la Investigación del Impacto Climático y el Centro de Resiliencia de Estocolmo/Instituto Beijer.
",AMBIENTE
9,"
HACIENDA

Centrales obreras ratifican las movilizaciones del 28 de abril en contra de la tributaria

","
lunes, 26 de abril de 2021







","
ARTÍCULO RELACIONADOEstos son todos los puntos que incluye la tercera reforma tributaria de Iván DuqueTras haberse anunciado la semana pasada, este lunes el comité del paro y las centrales obreras informaron que no se aplazarán las movilizaciones que están previstas para este miércoles 28 de abril como protesta en contra de la reforma tributaria que presentó el Gobierno ante el Congreso.
""Ratificamos la decisión de avanzar en el proceso de preparación y desarrollo del gran paro nacional del próximo 28 de abril. Esta acción unitaria de masas tiene unos objetivos y unos propósitos que concitan la participación del conjunto de expresiones del conjunto sindical social popular y todos aquellos sectores de la sociedad colombiana que se muestran indignados por las políticas anti obreras y anti populares del gobierno de Iván Duque"", dijo Carlos García, miembro del comité del paro.
Según el comité, las movilizaciones tienen como eje central el rechazo hacia el asesinato de líderes y lideresas sociales, así como hacia la reforma tributaria, que, de acuerdo con lo presentado por el Gobierno, buscaría lograr un recaudo de $23,4 billones.
""De igual manera rechazamos el paquetazo neoliberal de Duque, en el desarrollo de su agenda económica, que tiene como eje central la reforma tributaria, mal llamada, o eufemísticamente presentada como engaño a los trabajadores y al pueblo colombiano, a partir del concepto de reforma social o de solidaridad sostenible"", aseguró García.
Según García, la reforma impactaría de manera directa los ingresos de la clase media, así como los de las familias más vulnerables del país.
Respecto a las movilizaciones que se llevarán a cabo en pleno tercer pico de la pandemia, el comité del paro aseguró que no se les puede responsabilizar a los trabajadores por los mayores índices de contagio, pues se está ejerciendo el derecho a la movilización y a la protesta social.
""No nos pueden responsabilizar a los trabajadores, al movimiento social, sindical y popular, de que con el paro del próximo 28 de abril vamos a asistir a un escenario de contagio masivo, no, aquí estamos haciendo uso del legítimo derecho a la movilización y a la protesta social "", dijo García.
",HACIENDA
